order	cond	time	button	rt	correct	block	counterbalance
90	2	732850	2	560	1	1	2
91	1	739450	1	2882	1	1	2
92	2	748383	2	8	1	1	2
93	1	753233	2	562	0	1	2
94	1	761133	1	242	1	1	2
95	0	767917	2	1005	1	1	2
96	2	774967	2	543	1	1	2
97	1	781550	1	1058	1	1	2
98	1	788650	1	514	1	1	2
99	1	794017	1	871	1	1	2
100	0	800234	2	1051	1	1	2
101	2	807834	2	1717	1	1	2
102	1	815600	1	362	1	1	2
103	2	822000	2	1717	1	1	2
104	1	829767	1	713	1	1	2
105	1	836517	1	423	1	1	2
106	1	842984	1	672	1	1	2
107	0	849700	2	462	1	1	2
108	0	856200	2	1781	1	1	2
109	2	864034	2	2342	1	1	2
110	0	872417	2	530	1	1	2
111	1	878984	1	392	1	1	2
112	2	885417	2	498	1	1	2
113	0	890767	2	1032	1	1	2
114	0	898350	2	1347	1	1	2
115	1	905734	1	375	1	1	2
116	0	910950	2	946	1	1	2
117	2	918434	2	371	1	1	2
118	2	923650	2	542	1	1	2
119	1	930734	2	702	0	1	2
120	1	938284	1	1099	1	1	2
121	1	955234	2	490	0	1	2
122	1	963767	1	382	1	1	2
123	1	970200	2	665	0	1	2
124	1	977717	1	407	1	1	2
125	0	984667	2	17057	1	1	2
126	1	1007767	1	465	1	1	2
127	2	1014284	2	1127	1	1	2
128	2	1021451	1	676	0	1	2
129	0	1028967	2	850	1	1	2
130	2	1036367	2	294	1	1	2
131	1	1042701	2	1075	0	1	2
132	0	1051817	2	465	1	1	2
133	2	1058334	2	408	1	1	2
134	1	1063584	1	179	1	1	2
135	2	1070301	2	353	1	1	2
136	1	1076701	1	1116	1	1	2
137	1	1082667	2	90	0	1	2
138	1	1091301	1	571	1	1	2
139	2	1097917	2	525	1	1	2
140	0	1104484	2	1058	1	1	2
141	2	1111584	2	673	1	1	2
142	2	1117101	2	577	1	1	2
143	1	1123017	2	416	0	1	2
144	2	1130784	2	437	1	1	2
145	1	1137767	2	584	0	1	2
146	0	1146401	2	457	1	1	2
147	2	1152901	2	1968	1	1	2
148	2	1159717	2	283	1	1	2
149	1	1166551	1	1157	1	1	2
150	2	1173751	2	496	1	1	2
151	1	1180284	2	631	0	1	2
152	0	1188967	2	1125	1	1	2
153	1	1196134	1	546	1	1	2
154	1	1202717	1	854	1	1	2
155	1	1209617	1	429	1	1	2
156	0	1214884	2	151	1	1	2
157	1	1221584	1	375	1	1	2
158	2	1228001	2	450	1	1	2
159	1	1234501	1	457	1	1	2
160	2	1241001	2	1024	1	1	2
