order	cond	time	button	rt	correct	block	counterbalance
1	0	14354	2	452	1	1	2
2	2	20104	2	603	1	1	2
3	1	27187	1	267	1	1	2
4	0	33454	2	301	1	1	2
5	2	39754	2	301	1	1	2
6	1	46054	1	317	1	1	2
7	1	52370	1	877	1	1	2
8	1	59254	2	437	0	1	2
9	0	66487	2	768	1	1	2
10	1	72554	1	681	1	1	2
11	1	78537	1	854	1	1	2
12	0	85887	2	236	1	1	2
13	0	92121	2	47	1	1	2
14	1	98171	1	298	1	1	2
15	1	103287	1	410	1	1	2
16	2	109004	2	322	1	1	2
17	1	114637	1	61	1	1	2
18	1	121187	1	2930	1	1	2
19	0	128937	2	1128	1	1	2
20	1	135371	1	1075	1	1	2
21	2	142938	1	81	0	1	2
22	0	151004	2	249	1	1	2
23	0	157254	2	731	1	1	2
24	2	163988	2	266	1	1	2
25	1	169071	1	667	1	1	2
26	2	175038	2	825	1	1	2
27	2	181171	2	1120	1	1	2
28	0	188771	2	300	1	1	2
29	2	195071	2	380	1	1	2
30	2	201454	2	249	1	1	2
31	1	207704	1	235	1	1	2
32	2	213938	2	462	1	1	2
33	1	220404	1	232	1	1	2
34	0	226638	2	283	1	1	2
35	0	232921	2	300	1	1	2
36	2	238038	2	732	1	1	2
37	1	245255	1	295	1	1	2
38	0	251555	2	280	1	1	2
39	2	257838	2	232	1	1	2
40	1	264071	1	331	1	1	2
41	1	282155	1	381	1	1	2
42	0	289021	2	279	1	1	2
43	0	295305	2	328	1	1	2
44	1	301638	1	358	1	1	2
45	1	308005	2	404	0	1	2
46	1	316405	1	303	1	1	2
47	1	322705	1	287	1	1	2
48	1	329005	1	303	1	1	2
49	1	335305	1	272	1	1	2
50	0	341588	2	353	1	1	2
51	1	347938	1	287	1	1	2
52	1	353055	1	463	1	1	2
53	0	358822	2	37	1	1	2
54	1	364172	1	604	1	1	2
55	2	371272	2	268	1	1	2
56	1	376355	1	573	1	1	2
57	1	383422	1	1598	1	1	2
58	1	391022	1	170	1	1	2
59	1	396022	1	559	1	1	2
60	1	403072	2	992	0	1	2
61	0	412055	2	852	1	1	2
62	1	418905	1	30	1	1	2
63	2	423755	2	457	1	1	2
64	1	430705	1	47	1	1	2
65	1	436755	1	393	1	1	2
66	1	441972	1	325	1	1	2
67	1	448789	1	1169	1	1	2
68	0	454772	2	574	1	1	2
69	0	460655	2	431	1	1	2
70	1	466389	1	263	1	1	2
71	2	471955	2	756	1	1	2
72	2	478022	2	558	1	1	2
73	1	483889	1	416	1	1	2
74	1	489606	2	440	0	1	2
75	1	497339	2	606	0	1	2
76	1	506422	2	477	0	1	2
77	0	514889	2	326	1	1	2
78	1	520039	1	468	1	1	2
79	2	526989	2	267	1	1	2
80	1	532072	1	412	1	1	2
81	2	558122	2	1018	1	1	2
82	0	565139	2	638	1	1	2
83	0	571789	2	336	1	1	2
84	1	578123	1	255	1	1	2
85	1	583206	1	416	1	1	2
86	0	590106	2	328	1	1	2
87	1	595256	1	471	1	1	2
88	2	602223	2	748	1	1	2
89	0	608973	2	298	1	1	2
90	1	615273	2	490	0	1	2
91	1	623756	1	290	1	1	2
92	1	630056	2	290	0	1	2
93	2	638339	2	977	1	1	2
94	2	645323	2	886	1	1	2
95	0	652223	2	254	1	1	2
96	1	657306	1	336	1	1	2
97	1	662956	1	362	1	1	2
98	1	669806	1	356	1	1	2
99	2	676173	2	834	1	1	2
100	2	683006	2	317	1	1	2
101	1	689323	1	860	1	1	2
102	2	695006	2	1173	1	1	2
103	0	702673	2	94	1	1	2
104	1	708773	1	279	1	1	2
105	1	715056	1	72	1	1	2
106	0	721140	2	337	1	1	2
107	2	727490	2	351	1	1	2
108	1	733840	1	285	1	1	2
109	1	740123	1	238	1	1	2
110	1	746373	2	272	0	1	2
111	0	754640	2	305	1	1	2
112	2	760957	2	480	1	1	2
113	0	767440	2	281	1	1	2
114	0	773723	2	234	1	1	2
115	1	779957	1	237	1	1	2
116	1	786207	1	256	1	1	2
117	1	792473	1	305	1	1	2
118	2	798790	2	305	1	1	2
119	0	805107	2	336	1	1	2
120	0	811457	2	255	1	1	2
121	0	833657	2	537	1	1	2
122	1	840690	2	300	0	1	2
123	0	848974	2	251	1	1	2
124	1	854057	1	445	1	1	2
125	0	860990	2	276	1	1	2
126	1	867274	2	325	0	1	2
127	2	875590	2	291	1	1	2
128	0	880707	2	612	1	1	2
129	1	887807	1	323	1	1	2
130	2	894140	2	322	1	1	2
131	0	900474	1	1744	0	1	2
132	2	910207	2	278	1	1	2
133	0	916491	2	279	1	1	2
134	1	922774	2	296	0	1	2
135	1	929874	1	583	1	1	2
136	1	935757	1	713	1	1	2
137	2	942957	2	229	1	1	2
138	2	949191	2	264	1	1	2
139	1	955457	1	201	1	1	2
140	1	960491	1	749	1	1	2
141	1	967724	1	391	1	1	2
142	2	974124	2	259	1	1	2
143	1	980391	1	325	1	1	2
144	0	986724	2	276	1	1	2
145	1	993007	1	372	1	1	2
146	2	999391	2	306	1	1	2
147	1	1005708	1	289	1	1	2
148	2	1012008	2	370	1	1	2
149	2	1018391	2	318	1	1	2
150	1	1024724	1	365	1	1	2
151	2	1031091	2	315	1	1	2
152	2	1037408	2	298	1	1	2
153	1	1043708	2	298	0	1	2
154	1	1050808	1	378	1	1	2
155	0	1057674	2	355	1	1	2
156	1	1064041	1	257	1	1	2
157	1	1070308	1	290	1	1	2
158	2	1076608	2	291	1	1	2
159	2	1082908	1	307	0	1	2
160	1	1090025	1	338	1	1	2
