order	cond	time	button	rt	correct	block	counterbalance
91	2	711795	1	1198	1	1	1
92	0	719029	2	505	1	1	1
93	2	725579	1	272	1	1	1
94	2	731896	1	336	1	1	1
95	2	738279	1	286	1	1	1
96	1	744612	2	366	1	1	1
97	2	751029	1	474	1	1	1
98	0	757546	2	642	1	1	1
99	1	764229	2	292	1	1	1
100	0	770562	2	563	1	1	1
101	2	777162	1	1288	1	1	1
102	2	784496	1	527	1	1	1
103	2	791062	1	438	1	1	1
104	2	797546	1	3614	1	1	1
105	0	807196	2	520	1	1	1
106	2	813763	1	878	1	1	1
107	2	819479	1	327	1	1	1
108	1	826346	2	449	1	1	1
109	2	832846	1	362	1	1	1
110	0	839246	2	279	1	1	1
111	2	845563	1	311	1	1	1
112	2	851913	2	7651	0	1	1
113	2	867613	1	747	1	1	1
114	0	874396	2	425	1	1	1
115	0	880863	2	307	1	1	1
116	2	887213	1	322	1	1	1
117	1	893580	2	784	1	1	1
118	1	900413	2	1019	1	1	1
119	0	907480	2	813	1	1	1
120	0	914330	2	1224	1	1	1
121	2	942580	1	481	1	1	1
122	0	949096	2	409	1	1	1
123	2	955546	1	276	1	1	1
124	1	960663	2	341	1	1	1
125	2	967547	1	2509	1	1	1
126	1	976097	2	564	1	1	1
127	2	982697	1	537	1	1	1
128	2	989280	1	766	1	1	1
129	1	996097	2	570	1	1	1
130	2	1002713	1	494	1	1	1
131	2	1009247	2	582	0	1	1
132	2	1017880	1	345	1	1	1
133	2	1024263	1	486	1	1	1
134	2	1030797	1	782	1	1	1
135	2	1037630	1	521	1	1	1
136	1	1044197	2	480	1	1	1
137	1	1050714	2	1415	1	1	1
138	1	1058180	2	1257	1	1	1
139	2	1065480	1	1810	1	1	1
140	0	1073330	2	372	1	1	1
141	1	1079747	2	481	1	1	1
142	0	1086280	2	808	1	1	1
143	2	1093130	1	387	1	1	1
144	1	1099564	2	415	1	1	1
145	1	1104830	2	1161	1	1	1
146	2	1112530	1	3585	1	1	1
147	2	1122164	1	348	1	1	1
148	0	1128564	2	361	1	1	1
149	0	1134964	2	422	1	1	1
150	2	1141431	1	1776	1	1	1
151	0	1149247	2	388	1	1	1
152	2	1155681	1	1391	1	1	1
153	2	1163114	1	2130	1	1	1
154	0	1171281	2	1112	1	1	1
155	2	1178431	1	487	1	1	1
156	1	1184964	2	590	1	1	1
157	0	1191597	2	1250	1	1	1
158	1	1198898	2	2010	1	1	1
159	1	1206948	2	325	1	1	1
160	1	1213314	2	387	1	1	1
