order	cond	time	button	rt	correct	block	counterbalance
1	2	71737	1	269	1	2	2
2	2	78004	4	367	2	2	2
3	2	86354	1	285	1	2	2
4	1	92637	2	271	1	2	2
5	0	98920	2	305	1	2	2
6	0	105237	2	289	1	2	2
7	2	111537	2	482	0	2	2
8	2	120004	1	316	1	2	2
9	0	126320	2	300	1	2	2
10	2	132620	1	509	1	2	2
11	2	139137	1	309	1	2	2
12	1	145454	1	294	0	2	2
13	2	153737	1	279	1	2	2
14	0	160020	2	296	1	2	2
15	1	166320	2	297	1	2	2
16	0	172621	2	299	1	2	2
17	0	178921	2	1387	1	2	2
18	0	186304	2	305	1	2	2
19	1	192621	2	321	1	2	2
20	2	198954	1	417	1	2	2
21	0	205371	2	301	1	2	2
22	2	211671	1	190	1	2	2
23	1	217871	2	371	1	2	2
24	2	224254	1	241	1	2	2
25	0	230504	2	292	1	2	2
26	2	236804	1	309	1	2	2
27	1	243121	2	325	1	2	2
28	2	249454	1	197	1	2	2
29	2	255654	1	314	1	2	2
30	2	261971	1	218	1	2	2
31	1	268188	2	223	1	2	2
32	0	274421	2	322	1	2	2
33	1	280754	2	386	1	2	2
34	2	287138	1	272	1	2	2
35	2	293421	1	290	1	2	2
36	2	299721	2	323	0	2	2
37	1	308038	2	178	1	2	2
38	1	314221	2	488	1	2	2
39	2	320721	1	257	1	2	2
40	2	326988	1	276	1	2	2
41	2	365855	1	207	1	2	2
42	2	372071	1	323	1	2	2
43	2	378405	1	259	1	2	2
44	0	384671	2	245	1	2	2
45	2	390921	1	104	1	2	2
46	0	397038	2	241	1	2	2
47	1	403288	2	308	1	2	2
48	0	409605	2	292	1	2	2
49	2	415905	1	437	1	2	2
50	1	422355	2	320	1	2	2
51	1	428688	2	384	1	2	2
52	0	435071	2	302	1	2	2
53	0	441371	2	254	1	2	2
54	2	447638	1	241	1	2	2
55	0	453888	2	20	1	2	2
56	2	459921	1	368	1	2	2
57	1	466288	2	126	1	2	2
58	2	472422	1	150	1	2	2
59	1	478572	2	317	1	2	2
60	2	484888	1	301	1	2	2
61	1	491188	2	79	1	2	2
62	0	497272	2	216	1	2	2
63	2	503488	2	237	0	2	2
64	1	511722	2	320	1	2	2
65	0	518055	2	271	1	2	2
66	1	524338	2	257	1	2	2
67	2	530605	1	147	1	2	2
68	2	536755	1	138	1	2	2
69	2	542905	1	593	1	2	2
70	1	549505	2	262	1	2	2
71	2	555772	1	185	1	2	2
72	0	561955	2	255	1	2	2
73	1	568222	2	161	1	2	2
74	2	574389	1	231	1	2	2
75	1	580622	2	123	1	2	2
76	0	586755	2	115	1	2	2
77	2	592872	1	315	1	2	2
78	0	599189	2	28	1	2	2
79	1	605222	2	280	1	2	2
80	2	611505	1	265	1	2	2
81	2	649972	1	229	1	2	2
82	2	655022	1	1144	1	2	2
83	2	662656	1	180	1	2	2
84	2	668839	1	234	1	2	2
85	1	675072	2	253	1	2	2
86	0	681339	2	272	1	2	2
87	0	687622	2	241	1	2	2
88	2	693872	2	293	0	2	2
89	2	702156	1	261	1	2	2
90	2	708422	1	120	1	2	2
91	2	714556	1	240	1	2	2
92	2	720806	1	275	1	2	2
93	1	727089	2	245	1	2	2
94	2	733339	1	312	1	2	2
95	2	739656	2	104	0	2	2
96	2	747756	1	256	1	2	2
97	2	752839	1	258	1	2	2
98	1	759589	2	289	1	2	2
99	2	765889	1	354	1	2	2
100	0	772256	2	321	1	2	2
101	1	778589	2	384	1	2	2
102	2	784973	1	318	1	2	2
103	0	791289	2	271	1	2	2
104	1	797573	1	240	0	2	2
105	1	805806	2	291	1	2	2
106	0	812106	2	260	1	2	2
107	0	818373	2	183	1	2	2
108	2	824556	1	300	1	2	2
109	2	830856	1	189	1	2	2
110	0	837056	2	466	1	2	2
111	2	843523	1	285	1	2	2
112	0	849806	2	303	1	2	2
113	2	856123	1	335	1	2	2
114	2	862473	1	430	1	2	2
115	1	868906	2	266	1	2	2
116	2	875173	2	92	0	2	2
117	1	883256	2	261	1	2	2
118	2	889523	1	311	1	2	2
119	0	895840	2	264	1	2	2
120	2	902106	1	250	1	2	2
121	0	930873	2	238	1	2	2
122	2	937123	1	209	1	2	2
123	2	943340	1	22	1	2	2
124	2	949373	1	305	1	2	2
125	2	955690	1	258	1	2	2
126	2	961957	1	244	1	2	2
127	0	968207	2	103	1	2	2
128	1	974323	2	240	1	2	2
129	2	980573	2	707	0	2	2
130	1	989273	2	243	1	2	2
131	0	995523	2	294	1	2	2
132	0	1001823	2	487	1	2	2
133	2	1008323	1	176	1	2	2
134	0	1013323	2	1109	1	2	2
135	0	1020923	2	146	1	2	2
136	2	1027073	1	297	1	2	2
137	2	1033373	1	266	1	2	2
138	2	1038457	1	988	1	2	2
139	0	1045940	2	238	1	2	2
140	2	1052190	1	257	1	2	2
141	2	1058457	1	163	1	2	2
142	2	1064624	1	346	1	2	2
143	1	1070974	2	264	1	2	2
144	1	1077240	2	315	1	2	2
145	2	1083557	1	219	1	2	2
146	1	1089790	2	303	1	2	2
147	0	1096107	2	175	1	2	2
148	2	1102290	1	245	1	2	2
149	2	1108540	1	264	1	2	2
150	1	1114807	2	459	1	2	2
151	2	1121274	1	229	1	2	2
152	1	1127507	2	217	1	2	2
153	2	1133724	1	189	1	2	2
154	1	1139924	2	274	1	2	2
155	0	1146207	2	276	1	2	2
156	2	1151307	1	933	1	2	2
157	2	1158724	1	249	1	2	2
158	1	1164974	2	236	1	2	2
159	0	1171224	2	288	1	2	2
160	1	1177524	2	256	1	2	2
