order	cond	time	button	rt	correct	block	counterbalance
78	2	560217	1	688	1	2	2
79	1	566917	2	2047	1	2	2
80	0	574967	2	952	1	2	2
81	2	588667	1	635	1	2	2
82	0	595300	1	1261	0	2	2
83	0	604550	2	789	1	2	2
84	2	611350	1	480	1	2	2
85	2	617833	1	457	1	2	2
86	2	624300	1	546	1	2	2
87	2	629667	1	775	1	2	2
88	2	635750	1	352	1	2	2
89	0	642584	2	474	1	2	2
90	2	649067	1	1010	1	2	2
91	1	656084	2	773	1	2	2
92	1	661684	2	481	1	2	2
93	1	667467	2	86	1	2	2
94	2	674034	1	1434	1	2	2
95	0	681467	2	492	1	2	2
96	2	687967	1	468	1	2	2
97	1	694434	2	477	1	2	2
98	2	700917	2	3651	0	2	2
99	2	712550	1	493	1	2	2
100	1	719050	2	708	1	2	2
101	2	725767	1	4576	1	2	2
102	2	736350	2	421	0	2	2
103	1	744767	2	6218	1	2	2
104	2	756984	1	1436	1	2	2
105	2	764417	1	463	1	2	2
106	2	769700	1	824	1	2	2
107	2	777017	1	351	1	2	2
108	0	783367	2	460	1	2	2
109	2	789834	1	454	1	2	2
110	0	796284	1	2286	0	2	2
111	1	806550	2	430	1	2	2
112	2	812984	1	456	1	2	2
113	1	819450	2	1312	1	2	2
114	2	826767	1	456	1	2	2
115	0	833234	2	1600	1	2	2
116	2	840834	1	619	1	2	2
117	2	847450	1	574	1	2	2
118	1	854034	2	371	1	2	2
119	2	860417	2	671	0	2	2
120	2	869084	1	255	1	2	2
121	0	889151	2	958	1	2	2
122	2	896117	1	115	1	2	2
123	2	902234	1	602	1	2	2
124	1	908834	2	462	1	2	2
125	2	915301	2	343	0	2	2
126	0	923634	2	516	1	2	2
127	0	930151	2	427	1	2	2
128	1	936584	2	437	1	2	2
129	0	943034	2	431	1	2	2
130	2	949467	1	2072	1	2	2
131	2	957551	2	465	0	2	2
132	0	966001	3	840	2	2	2
133	0	974834	2	98	1	2	2
134	2	980934	1	713	1	2	2
135	2	987651	1	713	1	2	2
136	1	994367	2	2742	1	2	2
137	2	1003117	2	723	0	2	2
138	2	1011834	1	433	1	2	2
139	1	1018267	1	427	0	2	2
140	2	1026684	1	453	1	2	2
141	2	1033134	1	3740	1	2	2
142	2	1042884	1	850	1	2	2
143	1	1049734	2	1387	1	2	2
144	2	1057134	2	687	0	2	2
145	1	1065801	2	303	1	2	2
146	2	1072101	1	478	1	2	2
147	0	1078584	2	1494	1	2	2
148	0	1086084	2	357	1	2	2
149	1	1092451	2	8797	1	2	2
150	0	1107251	2	488	1	2	2
151	2	1112568	1	896	1	2	2
152	2	1119951	1	612	1	2	2
153	0	1126568	2	2517	1	2	2
154	2	1135084	1	620	1	2	2
155	2	1141701	2	479	0	2	2
156	0	1150168	2	535	1	2	2
157	1	1156701	2	2476	1	2	2
158	1	1165184	1	484	0	2	2
159	2	1173651	1	428	1	2	2
160	0	1178901	2	789	1	2	2
