order	cond	time	button	rt	correct	block	counterbalance
1	1	52383	2	892	1	1	1
2	2	59283	1	660	1	1	1
3	2	65950	1	517	1	1	1
4	1	72466	2	829	1	1	1
5	0	79300	4	791	2	1	1
6	1	88083	2	739	1	1	1
7	1	94833	2	545	1	1	1
8	2	101383	1	648	1	1	1
9	2	108033	1	634	1	1	1
10	0	114667	2	653	1	1	1
11	1	121317	2	607	1	1	1
12	0	127933	2	562	1	1	1
13	2	134500	1	600	1	1	1
14	0	141100	1	556	0	1	1
15	2	149650	1	753	1	1	1
16	0	156400	1	575	0	1	1
17	2	164967	2	740	0	1	1
18	0	173700	2	481	1	1	1
19	2	180184	2	395	0	1	1
20	0	188567	2	534	1	1	1
21	2	195100	1	1357	1	1	1
22	2	202467	2	450	0	1	1
23	1	210900	2	380	1	1	1
24	2	217284	1	329	1	1	1
25	2	223617	1	1447	1	1	1
26	0	231067	2	538	1	1	1
27	1	237600	2	448	1	1	1
28	2	244050	1	491	1	1	1
29	1	250550	2	691	1	1	1
30	2	257250	1	547	1	1	1
31	2	263800	1	601	1	1	1
32	1	270401	2	574	1	1	1
33	2	276984	1	626	1	1	1
34	2	283617	1	405	1	1	1
35	2	290034	1	561	1	1	1
36	2	296601	2	519	0	1	1
37	0	305101	2	477	1	1	1
38	2	311584	1	487	1	1	1
39	1	318067	2	479	1	1	1
40	0	324551	2	1016	1	1	1
41	0	354767	2	958	1	1	1
42	1	361734	2	804	1	1	1
43	2	367351	1	496	1	1	1
44	1	374334	2	628	1	1	1
45	0	380968	2	327	1	1	1
46	2	387301	1	518	1	1	1
47	1	393818	2	542	1	1	1
48	2	400368	1	612	1	1	1
49	0	406984	2	455	1	1	1
50	2	413451	1	481	1	1	1
51	2	419934	1	490	1	1	1
52	0	426434	2	482	1	1	1
53	2	432918	1	491	1	1	1
54	2	439418	2	515	0	1	1
55	1	447918	2	554	1	1	1
56	1	454485	2	464	1	1	1
57	1	460951	2	393	1	1	1
58	2	467351	2	694	0	1	1
59	1	476035	1	470	0	1	1
60	2	484485	1	591	1	1	1
61	0	491085	2	339	1	1	1
62	2	497435	1	321	1	1	1
63	0	503768	2	416	1	1	1
64	1	510185	1	828	0	1	1
65	2	519001	1	710	1	1	1
66	2	525718	2	1605	0	1	1
67	1	535318	2	496	1	1	1
68	2	541818	1	616	1	1	1
69	2	548435	1	684	1	1	1
70	0	555118	2	557	1	1	1
71	2	561685	1	435	1	1	1
72	2	568118	1	541	1	1	1
73	1	574668	2	868	1	1	1
74	2	581535	1	477	1	1	1
75	1	588018	2	518	1	1	1
76	1	594535	2	478	1	1	1
77	2	601018	1	583	1	1	1
78	0	607602	1	476	0	1	1
79	2	616068	1	596	1	1	1
80	2	622669	1	537	1	1	1
81	1	648819	2	548	1	1	1
82	2	655369	1	458	1	1	1
83	1	661835	2	675	1	1	1
84	1	668519	2	501	1	1	1
85	2	675019	1	557	1	1	1
86	2	681585	1	594	1	1	1
87	0	688185	2	406	1	1	1
88	0	694602	2	626	1	1	1
89	2	701235	1	533	1	1	1
90	2	707769	1	508	1	1	1
91	0	714286	1	675	0	1	1
92	2	722952	1	644	1	1	1
93	1	729602	2	374	1	1	1
94	2	735986	1	579	1	1	1
95	0	742569	2	712	1	1	1
96	2	749286	1	663	1	1	1
97	1	755952	2	793	1	1	1
98	0	762752	2	421	1	1	1
99	1	769186	2	560	1	1	1
100	0	775752	2	1141	1	1	1
101	0	782902	2	803	1	1	1
102	2	789719	1	2382	1	1	1
103	2	798103	1	1562	1	1	1
104	2	805669	1	407	1	1	1
105	0	812086	2	515	1	1	1
106	0	818603	2	571	1	1	1
107	2	825186	2	720	0	1	1
108	2	833903	1	606	1	1	1
109	2	840519	1	417	1	1	1
110	2	846936	1	637	1	1	1
111	2	853586	1	543	1	1	1
112	2	860136	1	549	1	1	1
113	0	866686	2	667	1	1	1
114	1	873353	2	701	1	1	1
115	2	880053	1	573	1	1	1
116	0	886636	2	514	1	1	1
117	0	893153	2	1337	1	1	1
118	0	900503	2	928	1	1	1
119	1	907436	2	886	1	1	1
120	2	914336	1	574	1	1	1
121	1	942736	2	862	1	1	1
122	0	949603	2	568	1	1	1
123	2	956170	1	557	1	1	1
124	1	962736	1	2977	0	1	1
125	2	973703	1	709	1	1	1
126	2	980420	1	1605	1	1	1
127	0	988037	2	1295	1	1	1
128	0	995337	2	424	1	1	1
129	2	1001770	1	1202	1	1	1
130	2	1008987	1	830	1	1	1
131	2	1015820	1	745	1	1	1
132	2	1022570	1	551	1	1	1
133	2	1029120	1	541	1	1	1
134	1	1035670	1	819	0	1	1
135	1	1044487	2	702	1	1	1
136	2	1051187	2	318	0	1	1
137	2	1059487	1	1213	1	1	1
138	2	1066704	1	872	1	1	1
139	0	1073587	2	529	1	1	1
140	0	1080120	2	472	1	1	1
141	2	1086604	1	625	1	1	1
142	1	1093237	2	660	1	1	1
143	2	1099904	2	501	0	1	1
144	1	1108387	2	493	1	1	1
145	2	1114887	1	661	1	1	1
146	0	1121554	2	727	1	1	1
147	2	1128287	1	374	1	1	1
148	1	1134670	2	419	1	1	1
149	1	1141104	2	478	1	1	1
150	0	1147587	2	486	1	1	1
151	0	1154087	2	319	1	1	1
152	1	1160421	2	526	1	1	1
153	2	1166954	1	516	1	1	1
154	2	1173471	1	972	1	1	1
155	2	1180454	1	497	1	1	1
156	2	1186954	1	1257	1	1	1
157	1	1194221	2	482	1	1	1
158	2	1200704	1	364	1	1	1
159	0	1207071	2	313	1	1	1
160	2	1213387	1	1864	1	1	1
